_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
614,2025-2026,4,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL GÉNÉRAL JUIF,51248250,30408,5976,1624,9.9410723421,26567,2.3205429878,11266,820,194,3.6785421721,7763,2.6885883178,19142,2692,729,13.626876589,18804,2.1686000024,5156,1430
615,2025-2026,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DE VERDUN,51218097,14158,2531,775,8.1260911577,12208,1.8592990025,9545,838,293,4.1632125604,7605,2.3336089196,4613,1120,48,16.3258909,4603,1.0756520506,1693,482
616,2025-2026,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL NOTRE-DAME,51236313,12579,1691,1762,10.637437396,10806,2.1008506077,7873,426,589,5.3588322255,6124,2.8465445606,4706,1004,250,19.468389054,4682,1.1254918363,1265,1173
617,2025-2026,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,21459,3763,1551,10.576293151,15364,3.2164337267,12301,915,297,4.8048031325,6279,4.5703395799,9158,2590,411,18.32854241,9085,2.2806962637,2848,1254
618,2025-2026,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL SANTA CABRINI,51235919,12360,3148,471,12.172448422,8882,3.3077275514,6888,751,182,5.3360651374,3436,5.0831166731,5472,1899,335,20.777895803,5446,2.187595891,2397,289
619,2025-2026,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,1811,86,1808,16.690213357,1770,1.5521798493,805,27,803,3.4345324362,765,1.5632625272,1006,463,138,27.297393417,1005,1.5437437811,59,1005
620,2025-2026,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,21796,4487,1010,11.777368503,16280,3.2990593434,14395,1434,382,6.2926137741,8903,4.6279101926,7401,2902,734,22.44525721,7377,1.6953235281,3053,628
621,2025-2026,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,1068,34,1067,23.387388941,1060,0.4883294025,457,10,456,4.2670459519,449,0.673596882,611,399,169,37.688529278,611,0.3521835788,24,611
622,2025-2026,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL FLEURY,51228492,10231,1712,261,8.6543102933,8047,3.1554400881,7294,600,118,5.0859740121,5118,3.9235720333,2937,796,38,17.516225457,2929,1.8132416259,1112,143
623,2025-2026,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL JEAN-TALON,51228500,13472,1785,1106,7.6776024141,9932,2.8672299414,9832,526,350,4.4791944953,6309,3.6928798806,3640,828,47,16.316818529,3623,1.4294641488,1259,756
624,2025-2026,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,CENTRE HOSPITALIER DE ST. MARY,51248243,11164,2281,794,10.086316359,9863,2.8074241554,6914,703,227,5.9944574213,5626,3.589966722,4250,904,61,16.743048758,4237,1.7683435607,1578,567
625,2025-2026,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DE LASALLE,51224392,9098,1435,271,10.084103344,7534,3.3456681562,6929,612,89,5.6471228011,5375,3.951097416,2169,782,307,24.258302597,2159,1.8384044825,823,182
626,2025-2026,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DOUGLAS,51235190,1966,31,1916,12.106257771,1825,2.250064688,972,10,929,3.9378686557,833,2.2422052154,994,264,19,20.09385759,992,2.2566644265,21,987
627,2025-2026,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,11989,3017,701,17.37056955,9900,3.0581313131,7177,804,94,7.0614010032,5122,4.0321711354,4812,1941,1122,32.746484483,4778,2.0139638854,2213,607
628,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,2971,372,50,4.0156035192,2723,1.8717513364,2864,343,45,3.8247009815,2616,1.8865420065,107,4,0,9.1253686397,107,1.5101401869,29,5
629,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,3633,535,80,3.0902410007,3007,1.6354871965,3369,448,74,2.9724910953,2744,1.7258660309,264,0,0,4.592890362,263,0.6925232362,87,6
630,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,12980,1929,1474,13.241746383,8332,6.2063484491,7856,631,360,7.345124215,3479,7.0028026892,5124,1563,478,22.28231308,4853,5.6353893926,1298,1114
631,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE HULL,51221711,11846,2350,368,13.825342474,7817,6.0504559862,7064,615,207,8.2244552976,3249,7.2426408126,4782,1579,557,22.099007679,4568,5.2025119187,1735,161
632,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,4380,659,249,8.1283144977,3736,2.4101546514,3210,350,109,3.6038141225,2593,2.5598951236,1170,271,166,20.541687322,1143,2.0704547001,309,140
633,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,7961,1146,364,8.7443229843,5727,4.0324983509,5907,523,126,4.3314289073,3712,4.3641023108,2054,630,246,21.435153224,2015,3.4216229666,623,238
634,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,4004,520,132,6.7150659757,3474,2.5212348877,3519,371,91,4.5133326229,2993,2.6176967554,485,139,62,22.690116838,481,1.9210054285,149,41
635,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,5980,459,128,5.1715952713,4660,3.1050740343,5339,315,89,4.0855299057,4030,3.2167354563,641,116,25,14.217621772,630,2.3907954145,144,39
636,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,5578,843,287,5.50221286,4931,2.4019496271,4399,513,208,4.2984430805,3766,2.5211090458,1179,80,2,9.9936320799,1165,2.016752742,330,79
637,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,1648,174,85,2.176912082,1547,0.80703584,1550,152,76,1.6505471326,1449,0.8306015643,98,7,0,10.502071995,98,0.4585997732,22,9
638,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,3859,617,187,5.3898072327,3326,2.8793795517,3226,421,130,4.3193528277,2705,3.0138113576,633,49,5,10.845235212,621,2.2938110574,196,57
639,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,7526,916,345,4.8638510202,6776,1.9855296061,5562,447,247,3.4401907288,4844,2.2876150908,1964,103,6,8.8956221713,1932,1.2281268691,469,98
640,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,7865,1188,385,6.468401886,6072,3.4876976285,6403,686,270,5.3607401045,4636,3.8995990916,1462,131,6,11.319536214,1436,2.1579098963,502,115
641,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,9138,1142,585,6.6085055081,7447,3.3973484475,7517,679,428,5.153332779,5835,3.7864555841,1621,242,7,13.35652118,1612,1.9888868211,463,157
642,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,1868,17,120,15.173920711,1664,2.3902532385,1760,14,115,15.739508365,1556,2.4447373965,108,1,0,5.9569367284,108,1.6052777778,3,5
643,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,3640,543,191,3.482014881,2754,1.8047118333,3087,390,143,2.6792662779,2277,1.8847070951,553,35,3,7.9631811332,477,1.422847659,153,48
644,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,1154,176,40,2.5889461775,1114,0.9398129862,998,137,38,2.3120958584,958,0.9661931686,156,0,0,4.3600783476,156,0.7778116097,39,2
645,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,3122,278,134,5.42873265,2470,2.9705463338,1768,141,43,3.4777883044,1141,3.1415045282,1354,78,7,7.9761991219,1329,2.8237718418,137,91
646,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,4207,431,191,5.8638343502,3596,2.9826686287,3811,323,168,4.5225432957,3201,3.1294217953,396,93,36,18.7720672,395,1.7934106892,108,23
647,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,3244,485,136,3.7258932731,2931,1.6855069373,2750,317,110,2.9522074747,2440,1.7192663934,494,17,2,8.032848628,491,1.5177410048,168,26
648,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,7172,1089,441,8.4876101119,6146,3.4899817858,5149,486,223,5.6616211346,4123,4.1222910772,2023,439,91,15.680401631,2023,2.2012960674,603,218
649,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,7060,860,550,9.3285378502,5398,4.0166635276,5077,409,260,5.446485129,3472,4.4661188716,1983,526,169,19.267610803,1926,3.2064304258,451,290
650,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,4895,830,165,5.2165679832,4192,1.6257712442,3875,536,83,3.1974631541,3180,1.7328554333,1020,159,36,12.887186819,1012,1.289281401,294,82
651,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,2181,495,53,2.1344799786,1559,1.0816766446,2056,438,50,1.7147241137,1443,1.0956283206,125,11,4,9.0386244444,116,0.9081226054,57,3
652,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,732,114,29,3.8568867638,689,2.8364860506,713,107,28,3.817731027,670,2.8882201493,19,0,0,5.3262573099,19,1.0121783626,7,1
653,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,4287,906,161,4.1436229039,3994,1.8795181661,3086,584,127,3.2586490063,2828,2.0267456388,1201,42,7,6.4175858081,1166,1.5224347246,322,34
654,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE CHANDLER,51227775,5499,944,233,4.9788710068,4777,2.302906636,4701,650,189,3.8953719658,3983,2.4473632382,798,50,2,11.361739418,794,1.5782584663,294,44
655,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE GASPÉ,51220903,4463,724,153,4.5321485921,3912,1.519623097,3568,439,103,3.2550175947,3025,1.7032044077,895,41,1,9.6235490379,887,0.8935425279,285,50
656,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,4478,815,185,5.0987375316,4037,2.2649102056,3456,487,123,3.4643678466,3027,2.4536269867,1022,94,6,10.625529735,1010,1.699320407,328,62
657,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,5265,1031,271,7.6981029334,4826,2.2251122968,3830,491,122,3.9843712649,3398,2.4604684945,1435,398,86,17.610013937,1428,1.665070028,540,149
658,2025-2026,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,13103,1305,161,2.5381877136,10910,1.6757063601,13060,1301,161,2.539556619,10867,1.6812988865,43,0,0,2.1224224806,43,0.2623578811,4,0
659,2025-2026,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,11025,1913,352,5.2480948098,10252,1.7008575562,8725,1085,210,2.9361279529,7954,1.9760612061,2300,403,101,14.018490821,2298,0.7483032347,828,142
660,2025-2026,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,14668,2842,713,7.8214164243,12207,2.6176677999,10320,1275,334,5.1671600452,7872,3.3265561484,4348,806,62,14.12130737,4335,1.3303854287,1567,379
661,2025-2026,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,13058,2227,492,5.9859056602,12098,1.7131939623,10409,1237,288,4.1237137467,9451,1.9258684266,2649,419,16,13.303216203,2647,0.9538489065,990,204
662,2025-2026,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,24183,5241,1681,8.6684510584,21878,1.5308117871,16054,2029,713,3.7000164722,13756,1.9798305184,8129,2093,588,18.480635687,8122,0.7703215546,3212,968
663,2025-2026,4,13,Laval,SANTÉ QUÉBEC LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,28262,5631,1973,11.569603924,22239,3.5908697558,17056,1612,385,5.9671877769,11080,4.456218211,11206,3587,547,20.096715277,11159,2.7316475242,4019,1588
664,2025-2026,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,24451,4408,1684,8.0253461458,19803,2.3630165042,15807,1366,1151,4.890580316,11202,3.0892681614,8644,1422,52,13.757789861,8601,1.4171414823,3042,533
665,2025-2026,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,26873,5196,1548,8.9951871147,19304,3.415404565,18315,1916,539,5.1693067158,10782,3.8850755374,8558,2109,103,17.182964575,8522,2.8211787465,3280,1009
666,2025-2026,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,6638,929,214,6.8137318804,5205,2.9684075675,5328,496,115,4.8045132633,3905,3.4154919619,1310,234,30,14.98557676,1300,1.6254348291,433,99
667,2025-2026,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,4566,669,236,6.2398720008,3950,3.0387760197,3468,370,133,4.3371580642,2885,3.2195666282,1098,135,19,12.249536784,1065,2.5490286907,299,103
668,2025-2026,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,10133,2117,563,10.433114275,7818,4.1706115872,6407,764,165,6.3218553492,4133,5.3155034008,3726,915,64,17.502581783,3685,2.8865307553,1353,398
669,2025-2026,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,5940,962,295,8.1055839413,4775,3.7931556137,4326,464,112,5.9174907536,3176,4.130806745,1614,231,23,13.970324418,1599,3.1224989577,498,183
670,2025-2026,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,17362,3801,1081,12.316731895,12936,3.3532280286,9973,1010,212,6.2595225442,5585,4.6900923108,7389,2534,557,20.492202035,7351,2.3375312505,2791,869
671,2025-2026,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,19975,4029,1876,14.940967918,15409,3.5584732768,11560,1328,609,6.05110693,7044,4.6656651839,8415,3179,1577,27.153302205,8365,2.6261290098,2701,1267
672,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,24249,4725,2032,9.2910985676,15436,4.0711642337,15722,1639,702,5.0134501901,6924,4.6625251942,8527,2029,161,17.178185209,8512,3.5901276629,3086,1330
673,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,18642,3537,1224,9.9649008511,14197,3.615123559,11756,1066,327,5.5830801529,7333,4.7196090731,6886,1804,443,17.44568565,6864,2.4351713044,2471,897
674,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,15318,3376,915,9.0221531314,11708,4.2603457275,7888,1134,312,5.2442928429,4387,5.3853946635,7430,1159,140,13.032888253,7321,3.5861769415,2242,603
675,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,19146,4440,1150,11.329686357,14451,4.9339156652,9036,1370,354,6.3656190055,4430,6.0674724103,10110,2153,363,15.766413617,10021,4.432802365,3070,796
676,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,10756,1982,584,8.88918304,8289,3.3656259635,6676,799,157,4.8088661291,4256,4.1816285505,4080,925,112,15.565701593,4033,2.5045034714,1183,427
677,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,11749,2574,814,14.588436652,9316,2.5272753864,6661,651,147,7.3225241455,4256,3.9498958986,5088,1855,750,24.100669986,5060,1.3306997145,1923,667
678,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,6569,730,116,6.3650278666,5456,2.9616069974,5549,439,75,4.2833628682,4449,3.0521193901,1020,290,45,17.689693627,1007,2.5617165949,291,41
679,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,13286,2523,1104,13.361960188,10411,2.2882283162,8048,731,571,4.3986736525,5318,3.0881112365,5238,1744,1028,27.133729954,5093,1.4530079412,1792,533
680,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,7296,1561,344,5.2807662113,6002,2.4651845218,5268,726,206,3.6748844174,3997,2.8149733133,2028,49,0,9.4522579717,2005,1.7678748961,835,138
681,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3910,586,110,3.6123479682,3599,1.5879726622,3363,395,83,2.7437543364,3057,1.6746189983,547,13,0,8.9525314849,542,1.0992681427,191,27
682,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3631,537,148,2.352898574,3404,1.2060196338,3368,452,141,1.9044201966,3148,1.2332412114,263,13,1,8.0961501901,256,0.8712792969,85,7
683,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,4698,936,178,4.8785609716,4129,1.599794879,3308,434,90,3.1624001579,2761,1.901031128,1390,66,7,8.9627767786,1368,0.9918173327,502,88
684,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,5565,1022,274,5.0518315863,5102,2.2327297029,4268,553,187,3.7062824117,3849,2.4532433388,1297,126,25,9.4795909363,1253,1.5553498271,469,87
685,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,4229,914,106,4.913416358,3662,1.8511706566,3128,443,53,3.0305721618,2575,2.1281221143,1101,96,6,10.262677616,1087,1.195098896,471,53
686,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,5171,1082,170,4.5012593201,4727,2.0805643702,4090,638,111,3.29491558,3657,2.2129381248,1081,51,0,9.0655015932,1070,1.6281430426,444,59
687,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,10144,2158,638,6.706430676,7772,3.2045413021,7033,959,311,4.8162475315,4695,3.8007073719,3111,267,16,10.979544805,3077,2.2948891417,1199,327
688,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL D'ALMA,51219400,12159,2062,497,4.8539471905,9765,2.8664838994,9593,1232,260,3.8583556007,7249,3.1240496007,2566,45,0,8.5759698407,2516,2.1243957561,830,237
689,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE CHICOUTIMI,51218394,16879,3152,988,8.0308154281,14512,2.7025282908,9593,1030,362,4.8808310458,7291,3.546408243,7286,885,31,12.178193987,7221,1.8504678099,2122,626
690,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,7062,1302,275,4.7929079345,6176,2.2380197989,5807,879,165,3.3847087806,4932,2.4201593899,1255,130,22,11.308774458,1244,1.515903671,423,110
691,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE LA BAIE,51221364,6130,926,234,5.5922962208,5455,2.8082520114,4674,477,151,4.4057410973,4022,3.0980663987,1456,45,2,9.4013337531,1433,1.9948301931,449,83
692,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,7820,1219,471,6.3870931728,6846,2.7498543756,5285,538,128,4.0275844634,4354,3.0097042311,2535,264,16,11.306226715,2492,2.2958470439,681,343
693,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,9037,1929,439,7.2505640085,6945,4.1766468283,6004,808,182,5.1813300392,4026,4.6265616548,3033,137,0,11.346733066,2919,3.5561065433,1121,257
694,2026-2027,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,23726,2587,2318,8.4122975732,19934,2.0251815714,13071,506,760,4.8579562263,9341,2.8234921612,10655,1144,271,12.772578732,10593,1.3212243148,2081,1558
695,2026-2027,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,21366,3899,2584,10.001134786,18512,1.8864505306,12009,1375,773,4.2800247037,9227,2.4234888853,9357,2057,392,17.34374577,9285,1.3527668581,2524,1811
696,2026-2027,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,12545,3237,397,7.5342471547,9524,2.5953970087,8756,1428,141,4.2416615908,5783,3.0971148673,3789,787,38,15.143083047,3741,1.8198197897,1809,256
