_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
190,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,Total établissement,,42891,8262,3256,9.5839577262,29633,3.8526777673,27478,2705,1029,5.257156786,14257,4.6918859352,15413,3833,604,17.297695236,15376,3.0745436069,5557,2227
191,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,Total établissement,,45220,9798,2649,9.9675269669,34448,4.3276189232,23600,3303,823,5.5504536252,13073,5.2246339997,21620,4237,615,14.789124139,21375,3.7790024042,6495,1826
192,2025-2026,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,Total établissement,,31604,5827,2034,12.363574653,25183,2.522549747,20258,1821,793,5.3284746492,14023,3.3382451449,11346,3889,1823,24.924570235,11160,1.4975948576,4006,1241
193,2026-2027,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,Total établissement,,44644,8796,1968,5.0245034109,38397,2.1911319027,33826,4600,1182,3.4916561389,27739,2.3923440924,10818,681,55,9.8174495953,10658,1.6674478222,4196,786
194,2026-2027,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,Total établissement,,59087,10590,2904,6.4002231408,49699,2.9011377716,40956,4964,1248,4.3089399532,31874,3.282629625,18131,1506,71,11.124209365,17825,2.2189682718,5626,1656
195,2026-2027,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,79203,15183,6026,8.9403568994,66135,2.1267950866,45576,4779,1944,4.5026393643,32775,2.8204593186,33627,5996,761,14.954970584,33360,1.4452949307,10404,4082
196,2026-2027,4,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,10427,3784,258,7.579695875,9693,2.0197062313,5599,1426,144,3.9005467246,4882,2.4965001821,4828,439,0,11.846381064,4811,1.5358758285,2358,114
197,2026-2027,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,Total établissement,,40451,5640,768,3.9579869197,29635,1.9977596592,34664,3855,520,3.1233942034,23960,2.1978880889,5787,320,41,8.9571785419,5675,1.152812139,1785,248
198,2026-2027,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,79090,14274,3903,8.0807897086,63456,3.2428972919,53140,5779,1465,5.2623010549,37648,4.0849674618,25950,4070,496,13.852446243,25808,2.0145085073,8495,2438
199,2026-2027,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,26258,4084,2538,11.647248415,19648,2.8059869679,15138,1096,706,7.2341251596,8609,4.6213613983,11120,2829,237,17.654969624,11039,1.3902284325,2988,1832
200,2026-2027,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,22178,1,654,4.9633254426,19679,1.5590756362,13660,1,225,4.0648953758,11292,2.0172888377,8518,69,1,6.4041043477,8387,0.9421514116,0,429
201,2026-2027,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,56910,5846,2954,11.257374031,48764,2.2717157637,37297,1785,824,5.6436337299,29346,2.7550458514,19613,4937,2330,21.932725686,19418,1.5412695409,4061,2130
202,2026-2027,4,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,7289,2096,191,8.1390063795,6902,1.6965361892,5053,1089,162,3.8163981243,4667,1.880734888,2236,651,60,17.907405088,2235,1.3119029331,1007,29
203,2026-2027,4,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,31340,6469,1781,11.374141176,26778,2.6681230342,12214,948,210,4.061312724,8084,3.0570233726,19126,3511,1229,16.044165577,18694,2.4999476659,5521,1571
204,2026-2027,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,26955,4190,2467,9.9867070117,22941,2.1774615681,17586,1381,856,4.9804761837,13604,2.8420484988,9369,2103,346,19.383609065,9337,1.2091590506,2809,1611
205,2026-2027,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,37492,7700,3701,12.002564051,26923,3.5600130516,21923,2027,1306,5.2189140654,11427,5.1015988692,15569,5386,1371,21.554748432,15496,2.4232228389,5673,2395
206,2026-2027,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,34940,7324,3506,12.138151975,28587,3.0909167046,21867,2258,1402,6.1343923873,15591,3.9642633571,13073,3681,1342,22.180545526,12996,2.0431829666,5066,2104
207,2026-2027,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,Total établissement,,52424,8099,2866,10.05617584,38392,4.587328205,37008,3639,1058,5.7597032624,23743,4.2373136878,15416,4405,1378,20.370385566,14649,5.1546293642,4460,1808
208,2026-2027,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,Total établissement,,35702,5195,1932,5.9958233588,29854,2.9160912459,28728,3071,1421,4.6609171753,22960,3.2315083841,6974,777,61,11.494702745,6894,1.8656158334,2124,511
209,2026-2027,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,Total établissement,,31050,4120,1852,7.5363938719,25423,3.1523323806,24107,2368,1126,4.723268979,18632,3.3857963003,6943,1521,661,17.303929777,6791,2.5117934685,1752,726
210,2026-2027,4,10,Nord-du-Québec,SANTÉ QUÉBEC BAIE-JAMES,Total établissement,,7760,851,596,3.604422573,7297,0.8749405768,6643,674,386,2.2157158329,6207,0.8520325618,1117,105,21,11.863311449,1090,1.0053901631,177,210
211,2026-2027,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,Total établissement,,4645,787,134,4.3731203205,4108,1.5433129801,3673,522,78,3.0699950842,3149,1.6440386719,972,59,3,9.2973785437,959,1.2125671996,265,56
212,2026-2027,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,Total établissement,,26354,5031,1072,5.7615497542,22960,1.9954994677,21151,3219,696,3.6438814293,17825,2.1689699081,5203,998,233,14.370199137,5135,1.3933357676,1812,376
213,2026-2027,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,Total établissement,,76809,14427,3473,6.9125638416,66074,2.0566811244,58592,7337,1718,3.8303368871,47895,2.4342763684,18217,4098,1077,16.826042555,18179,1.0618560946,7090,1755
214,2026-2027,4,13,Laval,SANTÉ QUÉBEC LAVAL,Total établissement,,28958,6197,1984,11.513263069,22290,3.88072788,17338,1934,378,6.0792010164,10749,4.8376805594,11620,3619,489,19.621332592,11541,2.9894459848,4263,1606
215,2026-2027,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,Total établissement,,52189,10534,3182,9.7950004205,37385,3.435693237,35305,3844,1595,5.6903574565,20576,4.2981785413,16884,5210,550,18.377944027,16809,2.3799196859,6690,1587
216,2026-2027,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,Total établissement,,68098,13457,4454,11.345861552,50678,3.7359326916,44066,5131,1420,5.9520317188,26875,4.7000836899,24032,7748,2189,21.236195501,23803,2.6473489803,8326,3034
217,2026-2027,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,Total établissement,,44146,8761,3311,10.379990272,28871,4.5123645507,28073,2978,986,6.1164288541,12847,5.748230391,16073,4049,704,17.826699641,16024,3.5215277778,5783,2325
218,2026-2027,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,Total établissement,,46930,10313,2577,10.793619634,34084,4.9056787805,25723,3573,851,5.8654263154,13180,5.8224498398,21207,5196,992,16.771264598,20904,4.3276533997,6740,1726
219,2026-2027,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,Total établissement,,34756,6355,2286,11.483355552,27329,3.0324347966,23932,2273,906,5.1587494197,16580,3.6002126558,10824,3707,1557,25.467139176,10749,2.1566550118,4082,1380
220,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,6429,1040,266,4.83328088,5346,2.1592763021,4812,432,167,3.1671844117,3744,2.4090461776,1617,34,2,9.7913861403,1602,1.5755444583,608,99
221,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3181,461,87,2.9614566523,2891,1.2586120719,2780,308,68,2.2796684652,2493,1.3347882961,401,17,1,7.6880680244,398,0.7814579844,153,19
222,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,2903,344,58,1.5592077162,2648,0.6752706445,2717,289,49,1.2419637672,2465,0.6823408835,186,3,0,6.1933572282,183,0.580034912,55,9
223,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,4765,704,117,3.9735579457,4185,1.641559538,2659,248,72,3.1063979775,2146,1.8558627162,2106,11,1,5.0684194629,2039,1.4160104354,456,45
224,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,5840,882,224,4.4969877283,5185,2.5163576556,4451,435,130,3.9946040216,3830,2.8316765303,1389,13,0,6.1068580514,1355,1.6250873309,447,94
225,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,4011,652,108,4.0400120502,3579,1.3832148955,3181,331,52,2.3290316637,2752,1.5341736313,830,54,7,10.597395917,827,0.8808709526,321,56
226,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,4959,750,133,3.3045889628,4590,1.3611279956,4032,398,70,2.4915139991,3669,1.4792999152,927,1,0,6.8410703584,921,0.8903649415,352,63
227,2022-2023,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,9917,1642,435,5.4447910714,7660,2.3873417464,7186,664,283,3.9430897656,4944,2.8087407295,2731,123,4,9.3961735628,2716,1.6202590615,978,152
228,2022-2023,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL D'ALMA,51219400,10594,1538,353,4.9174166719,8272,2.6741935982,8239,795,152,3.5830656701,5964,2.826742166,2355,107,4,9.5856620665,2308,2.2799996389,743,201
229,2022-2023,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE CHICOUTIMI,51218394,16713,2531,1041,7.4689929496,14219,2.4653291566,9960,740,325,3.8783655455,7531,3.2843349341,6753,967,174,12.764809467,6688,1.5430904439,1791,716
230,2022-2023,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,6334,1000,257,4.3427153721,5720,1.8255529332,5280,622,142,2.9667296402,4677,1.9530243152,1054,120,21,11.235698925,1043,1.2539482795,378,115
231,2022-2023,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE LA BAIE,51221364,5901,697,189,5.2053238622,5379,2.445626149,4774,332,117,3.8533859912,4259,2.6963234066,1127,89,15,10.932166272,1120,1.4923050595,365,72
232,2022-2023,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,7426,1046,459,5.6442472768,6544,2.3609543517,5182,427,141,3.3955918457,4343,2.5585871262,2244,214,47,10.83699792,2201,1.9709865465,619,318
233,2022-2023,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,8082,1400,371,8.1898831079,6245,4.1736044391,5218,460,143,5.1320354755,3475,4.5672045564,2864,418,48,13.761059416,2770,3.6798281187,940,228
234,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,23369,1692,2148,7.8983989354,18331,2.1191484219,13564,350,726,4.7242214891,8556,3.2336060464,9805,1066,329,12.289479291,9775,1.1436702188,1342,1422
235,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,17968,2920,2202,10.656756147,15915,1.7331220547,10270,943,566,4.1324637564,8219,2.1677676049,7698,2071,574,19.360897852,7696,1.2689391314,1977,1636
236,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,10572,2348,276,7.8603819839,8373,2.122333194,7575,970,107,3.7406622662,5384,2.5545185323,2997,789,214,18.273086976,2989,1.3438501357,1378,169
237,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,12612,2940,394,10.206007176,10153,2.1023409884,7704,894,187,4.1921442324,5261,2.8160217217,4908,1470,372,19.6458605,4892,1.3348278368,2046,207
238,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,5993,1552,322,8.164182055,5336,1.5895104531,3061,423,108,3.3854740644,2431,1.8635580922,2932,417,17,13.153140158,2905,1.3601783324,1129,214
239,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,8259,2603,180,8.2668684667,7751,2.0260652747,4220,855,82,4.0244720906,3724,2.5218149541,4039,431,0,12.699379659,4027,1.5676168502,1748,98
240,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,13156,885,163,3.0677302076,8670,1.8602222222,12010,747,133,2.9012959571,7556,1.9491049791,1146,0,0,4.8119495346,1114,1.2573513864,138,30
241,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,3845,673,87,4.2988078312,2987,1.7719654614,3063,415,40,2.6084358109,2208,1.9964870169,782,77,8,10.919791844,779,1.1355808729,258,47
242,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,5061,673,127,3.1632669762,4046,1.6384550585,4065,357,74,2.4164106874,3071,1.8967232896,996,19,1,6.211430444,975,0.8249763533,316,53
243,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,6196,767,87,4.0874002493,4808,2.2458871788,5005,397,48,3.1321281496,3636,2.600540429,1191,38,2,8.1017888796,1172,1.1456148085,370,39
244,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,5457,607,87,3.6821390976,3967,2.0508447469,4686,371,65,3.0480915374,3235,2.2416430534,771,21,3,7.5357666811,732,1.2076309199,236,22
245,2022-2023,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,4209,695,129,5.6303532114,3492,1.8181382048,3361,423,78,3.2232588681,2648,2.1030238755,848,160,36,15.17073539,844,0.9243262902,272,51
246,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,6614,858,162,5.9396226019,5296,3.9225841306,5567,467,107,5.2109157635,4256,4.4500848475,1047,44,5,9.814227157,1040,1.7638888889,391,55
247,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,7000,724,177,5.7587771825,5046,4.2307652926,5960,362,110,4.8620695843,4026,4.5333892201,1040,88,10,10.897601496,1020,3.0362908497,362,67
248,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,4818,377,86,2.254303307,3690,1.802563234,4465,319,73,2.1360476546,3340,1.8753858949,353,0,0,3.7500865596,350,1.1076269841,58,13
249,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,3718,584,206,5.3501105732,3125,2.8283808889,2794,310,105,3.9001337191,2228,3.0722970277,924,40,1,9.7345643939,897,2.2225334448,274,101
250,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,10195,1918,741,7.5928002561,7926,2.8096416155,6184,512,143,4.5654489184,3949,3.9290245772,4011,445,40,12.260249938,3977,1.6981396502,1406,598
251,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔPITAL SAINTE-CROIX,51228781,12880,1647,735,8.5433076691,9517,3.6934014279,8279,546,188,6.306652038,5023,4.7829371004,4601,582,17,12.567926658,4494,2.4756137813,1101,547
252,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔTEL-DIEU D'ARTHABASKA,51228039,10975,1811,674,6.4472914452,8833,2.2000661975,6678,584,160,3.659848258,4596,2.7636060342,4297,426,37,10.779277855,4237,1.5887777647,1227,514
253,2022-2023,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,PAVILLON SAINTE-MARIE,51220168,18173,3917,1082,10.741270551,13171,3.800325104,10129,878,302,5.8064063854,5238,5.7892404862,8044,1971,253,16.955248563,7933,2.4870843663,3039,780
254,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,4977,317,129,2.4197441565,4386,1.5332592339,3886,166,86,2.202511866,3309,1.6041238541,1091,0,0,3.1934973012,1077,1.3155331167,151,43
255,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,7028,1353,246,6.7559247138,5880,2.6587613379,5179,611,138,3.8565534423,4055,2.9558319633,1849,333,128,14.87698681,1825,1.998694825,742,108
256,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,5386,577,166,5.9654410096,4101,4.0109759815,4742,371,127,5.237752472,3467,4.3076911675,644,54,7,11.323669341,634,2.3884025587,206,39
257,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,4629,730,146,6.2269613667,3798,3.4448635247,3763,441,81,4.8126612927,2942,3.8012699222,866,105,14,12.372470811,856,2.2199247144,289,65
258,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,14594,1874,321,8.1679091864,12193,2.7982612975,8007,349,137,5.5603825819,5607,4.5140181915,6587,741,47,11.337556298,6586,1.3375493471,1525,184
259,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,14744,2708,1806,10.397131036,12220,2.8101813966,7153,557,298,5.3157230067,4641,4.4229081376,7591,1532,368,15.185342291,7579,1.8226283151,2151,1508
260,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,8517,1369,267,9.5957609291,6625,3.5516027254,6099,491,122,5.1082322239,4238,4.0748826753,2418,711,282,20.914800455,2387,2.622545152,878,145
261,2022-2023,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,11706,1901,678,10.462287716,8771,4.1658871407,8017,694,260,6.2384984339,5106,5.300337457,3689,1199,245,19.641501235,3665,2.5853951038,1207,418
262,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,19938,2764,1631,14.295835632,15362,3.2727710151,12243,785,644,7.6950053092,7738,5.0526366991,7695,3124,1016,24.797975417,7624,1.4662913898,1979,987
263,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,28741,0,619,5.8812887803,22458,2.9420741557,19674,0,298,5.2603055076,14001,3.4887690959,9067,114,2,7.2287272833,8457,2.0369924652,0,321
264,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,5877,543,123,6.3160803414,5267,2.843955815,4933,267,70,4.1018250107,4329,2.9200421575,944,229,61,17.88697181,938,2.4928067993,276,53
265,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,9577,1587,1115,15.743286056,8080,1.9757509282,4046,325,224,5.9747660927,2604,3.038776775,5531,1607,774,22.88908822,5476,1.4702506899,1262,891
266,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,14534,2179,363,15.826794738,10894,4.4159222202,9457,667,185,8.5543336506,5903,5.7372135167,5077,2154,1018,29.373311284,4991,2.8531928026,1512,178
267,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,25187,2,831,7.4796322397,20402,2.9511813929,19834,0,234,6.9481247829,15104,3.5421319592,5353,250,23,9.4489800631,5298,1.2664480307,2,597
268,2022-2023,4,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,5358,1498,166,9.9881793061,5224,1.2666774077,3259,596,139,3.574715233,3129,1.4715389191,2099,710,102,19.946006564,2095,0.9607052506,902,27
269,2022-2023,4,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL GÉNÉRAL JUIF,51248250,26678,4958,1488,10.129324298,23326,2.4346662523,10454,703,174,4.2940555184,7592,2.9488776563,16224,2396,642,13.88930333,15734,2.1865479747,4255,1314
270,2022-2023,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DE VERDUN,51218097,12427,1967,807,8.4579717774,11020,2.0454663239,8349,566,296,4.1376442288,6955,2.5665865884,4078,1080,99,17.30309554,4065,1.1538571136,1401,511
