_id,RSS,Region,Nom_etablissement,Nom_installation,No_permis_installation,Nombre_de_civieres_fonctionnelles,Nombre_de_civieres_occupees,Nombre_de_patients_sur_civiere_plus_de_24_heures,Nombre_de_patients_sur_civiere_plus_de_48_heures,Nombre_total_de_patients_presents_a_lurgence,Nombre_total_de_patients_en_attente_de_PEC,DMS_sur_civiere,DMS_ambulatoire,DMS_sur_civiere_horaire,DMS_ambulatoire_horaire,Heure_de_l'extraction_(image),Mise_a_jour
1,01,Bas-Saint-Laurent,Total régional,Total régional,,52,28,0,0,88,43,9.66025641025641,3.52371014492753,9:39,3:31,19:00:00,2026-09-19T19:45
2,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,9,6,0,0,18,9,9.78,4.56,9:46,4:33,19:00:00,2026-09-19T19:45
3,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,7,3,0,0,8,5,5.03,4.12,5:01,4:07,19:00:00,2026-09-19T19:45
4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3,0,0,0,4,3,12.52,1.31,12:31,1:18,19:00:00,2026-09-19T19:45
5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,7,0,0,0,4,3,9.11,1.82,9:06,1:49,19:00:00,2026-09-19T19:45
6,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,5,1,0,0,10,3,7.57,3.77,7:34,3:46,19:00:00,2026-09-19T19:45
7,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,6,1,0,0,9,5,7.41,3.37,7:24,3:22,19:00:00,2026-09-19T19:45
8,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,12,15,0,0,29,12,13.06,5.73,13:03,5:43,19:00:00,2026-09-19T19:45
9,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3,2,0,0,6,3,7.94,2.92,7:56,2:55,19:00:00,2026-09-19T19:45
10,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,104,66,3,0,137,62,11.7836257309941,4.85947916666666,11:47,4:51,19:00:00,2026-09-19T19:45
11,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE CHICOUTIMI,51218394,41,32,2,0,50,18,12.42,5.09,12:25,5:05,19:00:00,2026-09-19T19:45
12,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,10,3,1,0,8,1,18.62,2.9,18:37,2:54,19:00:00,2026-09-19T19:45
13,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL D'ALMA,51219400,17,5,0,0,29,18,10.88,5.47,10:52,5:28,19:00:00,2026-09-19T19:45
14,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE LA BAIE,51221364,7,7,0,0,10,4,9.99,5.12,9:59,5:07,19:00:00,2026-09-19T19:45
15,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,16,8,0,0,15,6,10.43,5.73,10:25,5:43,19:00:00,2026-09-19T19:45
