_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
1,2022-2023,5,99,Total provincial,Total provincial,Total provincial,,1364024,202852,77650,8.7588668837,1080587,2.7864464854,943907,76211,31709,4.8327131851,665151,3.3056717167,420117,97475,29256,17.580038032,415436,1.9551194414,126641,45941
2,2023-2024,5,99,Total provincial,Total provincial,Total provincial,,1316559,212188,77231,8.6140819699,1067162,2.7212018885,886599,82193,30315,4.7829502762,641773,3.2195549993,429960,92512,22839,16.514066918,425389,1.9693498872,129995,46916
3,2024-2025,5,99,Total provincial,Total provincial,Total provincial,,1496075,246408,87302,8.6481481103,1204651,2.9678877375,1007330,95487,34048,4.9903016453,721580,3.5255868438,488745,102493,23124,16.187168417,483071,2.1348331324,150921,53254
4,2025-2026,5,99,Total provincial,Total provincial,Total provincial,,1444220,249848,86253,8.5092802135,1169097,2.7718066703,957676,97243,32980,4.7493108928,688084,3.2490622039,486544,96373,21233,15.910116272,481013,2.0890976861,152605,53273
5,2026-2027,5,99,Total provincial,Total provincial,Total provincial,,1330776,236698,78854,8.9355849185,1059994,2.9842813788,891185,96098,30655,4.9746697521,625431,3.4552723349,439591,96376,22506,16.965567749,434563,2.3064225996,140600,48199
6,2022-2023,5,08,Abitibi-Témiscamingue,Total régional,Total régional,,42767,4723,2354,5.9356463706,35336,2.9088000748,35424,2625,1721,4.6597877302,28045,3.1913296686,7343,899,128,12.090626144,7291,1.822043463,2098,633
7,2022-2023,5,01,Bas-Saint-Laurent,Total régional,Total régional,,53458,8233,1867,4.2575103716,45738,1.8861027543,40506,4014,1152,3.0948220154,32984,2.0580565409,12952,320,15,7.8936943243,12754,1.4414011944,4219,715
8,2022-2023,5,03,Capitale-Nationale,Total régional,Total régional,,147157,23068,7785,7.2042483349,118520,1.9411657268,99449,9130,2772,3.6599984247,71074,2.4063584941,47708,8145,1925,14.592361635,47446,1.2443080203,13938,5013
9,2022-2023,5,12,Chaudière-Appalaches,Total régional,Total régional,,91369,14034,3728,6.0366729233,77861,1.7213442616,70670,6421,1905,3.3091138468,57184,2.0144428317,20699,4422,671,15.349035836,20677,0.9107552675,7613,1823
10,2022-2023,5,09,Côte-Nord,Total régional,Total régional,,39377,4286,1916,6.5683597588,31130,2.8272386587,31398,2401,1236,4.4586261245,23356,2.9576842972,7979,1352,550,14.870329511,7774,2.4353312323,1885,680
11,2022-2023,5,05,Estrie,Total régional,Total régional,,90279,13715,4797,8.4336649227,73108,3.1534117485,59036,4706,1616,5.0915053856,42032,4.0734964498,31243,6014,1369,14.748926915,31076,1.9089465611,9009,3181
12,2022-2023,5,11,Gaspésie-Îles-de-la-Madeleine,Total régional,Total régional,,39304,6157,1550,5.462653787,34217,2.0088515374,32138,3818,1038,3.535473816,27210,2.1505124342,7166,1153,391,14.105649867,7007,1.4587455005,2339,512
13,2022-2023,5,14,Lanaudière,Total régional,Total régional,,55039,9064,3324,10.244040731,38988,3.7941301953,37267,2923,1782,6.0839562556,21299,4.8118831609,17772,5475,929,18.967530948,17689,2.5686725429,6141,1542
14,2022-2023,5,15,Laurentides,Total régional,Total régional,,72655,11566,4710,12.104757373,53339,3.8993414293,49020,4254,1619,6.2584687146,29889,4.8012806644,23635,8683,3294,24.230209882,23450,2.7497439114,7312,3091
15,2022-2023,5,13,Laval,Total régional,Total régional,,36003,5975,2233,8.79059968,26837,3.1044859088,24251,1788,682,5.3312297431,15124,3.9907733477,11752,2337,144,15.929229729,11713,1.9600983712,4187,1551
16,2022-2023,5,04,Mauricie et Centre-du-Québec,Total régional,Total régional,,93234,14916,4810,7.6648339572,71116,3.2367425521,62534,4987,1452,4.8254064678,40889,4.0479596863,30700,4792,505,13.448572023,30227,2.1393839853,9929,3358
17,2022-2023,5,06,Montréal,Total régional,Total régional,,331623,45006,23233,10.8656993,269361,2.8440128345,211466,12544,8400,5.8785819733,151178,3.6785595512,120157,32345,10918,19.642597463,118183,1.7764726338,32462,14833
18,2022-2023,5,16,Montérégie,Total régional,Total régional,,142551,24152,8632,11.33348007,101400,3.5168049447,97212,8671,3535,5.5549976683,56313,4.1046575391,45339,15172,6170,23.723207044,45087,2.7825856985,15481,5097
19,2022-2023,5,07,Outaouais,Total régional,Total régional,,59576,7563,3394,8.2578088958,44830,2.753432969,44613,3605,1524,4.168759517,30146,2.7876156962,14963,3938,1861,20.449532476,14684,2.6832564167,3958,1870
20,2022-2023,5,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,69632,10394,3317,6.234508679,58806,2.6365775648,48923,4324,1275,3.7915741062,38428,2.9453979376,20709,2428,386,12.005704203,20378,2.0542167206,6070,2042
21,2023-2024,5,08,Abitibi-Témiscamingue,Total régional,Total régional,,40887,4872,2171,6.061888878,34723,2.7381510254,32955,2748,1518,4.735109459,26871,3.0253053064,7932,853,128,11.574245882,7852,1.7554558287,2124,653
22,2023-2024,5,01,Bas-Saint-Laurent,Total régional,Total régional,,50569,8955,2027,4.4407599627,43920,1.913544361,37671,4566,1160,3.2424708441,31253,2.0990940425,12898,318,9,7.9405854698,12667,1.4557418664,4389,867
23,2023-2024,5,03,Capitale-Nationale,Total régional,Total régional,,141401,24164,7827,7.1240745842,117109,1.895715326,93186,9408,2747,3.6300287865,69180,2.3589644647,48215,7436,1470,13.877079908,47929,1.2270684647,14756,5080
24,2023-2024,5,12,Chaudière-Appalaches,Total régional,Total régional,,87237,14142,3790,5.5808807138,76135,1.6941706034,67627,7041,1973,3.2267203065,56547,1.9947009125,19610,3274,423,13.699432772,19588,0.8265941591,7101,1817
25,2023-2024,5,09,Côte-Nord,Total régional,Total régional,,36894,4353,1977,6.0079557576,29479,2.6087474511,29052,2546,1277,3.8131168059,21813,2.7406148856,7842,1319,429,14.13910358,7666,2.2335290388,1807,700
26,2023-2024,5,05,Estrie,Total régional,Total régional,,87557,14294,4712,8.4669441208,72225,3.2119137187,57308,5407,1585,5.2003495246,42138,4.1120618958,30249,5812,1163,14.655644677,30087,1.9512215963,8887,3127
27,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,Total régional,Total régional,,37806,6211,1493,5.2947277549,33703,1.8465791374,30384,3803,1004,3.3872369229,26371,1.9839879876,7422,1170,267,13.103566536,7332,1.352360808,2408,489
28,2023-2024,5,14,Lanaudière,Total régional,Total régional,,54120,9789,3364,10.26638892,38798,4.0665857418,35545,3256,1787,6.2711077273,20331,5.1712841774,18575,5337,604,17.911733199,18467,2.8503825743,6533,1577
29,2023-2024,5,15,Laurentides,Total régional,Total régional,,71330,12561,4865,11.473569731,54017,3.9480181651,46388,4697,1486,6.473153785,29314,4.9715311891,24942,7825,2126,20.773517405,24703,2.7334587679,7864,3379
30,2023-2024,5,13,Laval,Total régional,Total régional,,34327,6702,2163,9.1101498496,26711,2.7297238029,22079,2156,503,5.0999458133,14489,3.4664327152,12248,2403,238,16.339190911,12222,1.8563662976,4546,1660
31,2023-2024,5,04,Mauricie et Centre-du-Québec,Total régional,Total régional,,88565,15409,4411,7.1399747047,69991,2.8929503436,57930,5329,1349,4.3674343317,39867,3.5440327631,30635,4053,243,12.382777506,30124,2.0312884522,10080,3062
32,2023-2024,5,06,Montréal,Total régional,Total régional,,319800,46119,23348,10.704823312,265170,2.6143130246,196852,13253,7954,5.5775678358,143783,3.3677219259,122948,32204,9148,18.914070271,121387,1.7218995696,32866,15394
33,2023-2024,5,16,Montérégie,Total régional,Total régional,,140836,26185,8434,10.701084431,104495,3.5459419536,90609,9512,3220,5.7951520054,54632,4.2173061626,50227,14176,4306,19.551336908,49863,2.8103670892,16673,5214
34,2023-2024,5,07,Outaouais,Total régional,Total régional,,58301,7805,3177,9.6407584537,43131,3.3131828422,43404,3833,1400,4.885732869,28574,3.2893748493,14897,4552,2164,23.495033172,14557,3.3599156572,3972,1777
35,2023-2024,5,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,66929,10627,3472,5.9687156041,57555,2.599816837,45609,4638,1352,3.7332079134,36610,2.9217584525,21320,1780,121,10.751045354,20945,2.037091483,5989,2120
36,2024-2025,5,08,Abitibi-Témiscamingue,Total régional,Total régional,,48291,5910,2581,6.1620992237,40510,3.1272812954,39183,3299,1846,5.0076418628,31513,3.4583851109,9108,952,109,11.128623463,8997,1.9675531041,2611,735
37,2024-2025,5,01,Bas-Saint-Laurent,Total régional,Total régional,,59938,10304,2356,4.6848754963,51667,2.0629489487,46122,5343,1455,3.3481636927,38067,2.2693680368,13816,782,71,9.1472250772,13600,1.4851728145,4961,901
38,2024-2025,5,03,Capitale-Nationale,Total régional,Total régional,,162747,28123,8896,7.1222595842,134258,2.0556172423,108122,10978,3177,3.8084035986,80049,2.5274184978,54625,8796,1212,13.681540809,54209,1.3589207768,17145,5719
39,2024-2025,5,12,Chaudière-Appalaches,Total régional,Total régional,,98561,16571,4154,6.155896433,85214,2.0433559789,77005,8561,2105,3.5776579479,63697,2.4078510064,21556,4020,1056,15.36619772,21517,0.9643375393,8010,2049
40,2024-2025,5,09,Côte-Nord,Total régional,Total régional,,42487,5170,2316,6.3004640504,33570,3.194036946,33820,3074,1393,4.5215636704,25118,3.3920934744,8667,1235,367,13.242013705,8452,2.6054444379,2096,923
41,2024-2025,5,05,Estrie,Total régional,Total régional,,98310,16420,5024,8.7304712898,79809,3.8072008518,64887,6186,1802,6.0008360774,46658,4.9087344733,33423,5562,780,14.029751427,33151,2.2568598149,10234,3222
42,2024-2025,5,11,Gaspésie-Îles-de-la-Madeleine,Total régional,Total régional,,43390,7339,1627,4.9518771094,37911,2.0924995237,34929,4663,1022,3.6001338747,29575,2.2563731943,8461,794,94,10.532191427,8336,1.5110979153,2676,605
43,2024-2025,5,14,Lanaudière,Total régional,Total régional,,61158,11344,3947,9.873167824,45283,3.6256658557,40076,3678,2015,5.8431311065,24305,4.5882508172,21082,5861,543,17.534099021,20978,2.5104200035,7666,1932
44,2024-2025,5,15,Laurentides,Total régional,Total régional,,81912,14778,5416,11.627663478,62849,3.7908348582,53182,5419,1726,6.2627648609,34342,4.7713218184,28730,9020,2827,21.558608075,28507,2.6096553868,9359,3690
45,2024-2025,5,13,Laval,Total régional,Total régional,,37541,7288,2505,10.247900296,29188,3.7129398307,23460,2268,529,6.4195761817,15170,4.8166250824,14081,3058,213,16.62617483,14018,2.5185536651,5020,1976
46,2024-2025,5,04,Mauricie et Centre-du-Québec,Total régional,Total régional,,102259,18327,5191,7.0347404086,80984,3.1264078913,66527,6612,1536,4.7185824511,45903,3.8881864112,35732,3479,156,11.347038641,35081,2.1296313056,11715,3655
47,2024-2025,5,06,Montréal,Total régional,Total régional,,363410,53343,25840,10.394878694,296680,2.6926433625,222836,14979,8806,5.518685644,157699,3.4914842376,140574,35144,9106,18.124553843,138981,1.7862143746,38364,17034
48,2024-2025,5,16,Montérégie,Total régional,Total régional,,153721,29525,10022,11.208420423,112148,3.9931815077,95875,10487,3662,6.0410440794,54942,4.8744095541,57846,16788,5009,19.772922842,57206,3.1468291788,19038,6360
49,2024-2025,5,07,Outaouais,Total régional,Total régional,,66199,9440,3834,9.2810843735,49850,4.0468947676,48628,4379,1620,5.4101250308,32885,3.9061915936,17571,4914,1448,19.994021083,16965,4.3196341651,5061,2214
50,2024-2025,5,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,76151,12526,3593,6.2754372015,64730,2.9210158436,52678,5561,1354,4.1221226129,41657,3.3169398234,23473,2088,133,11.107896022,23073,2.2061974313,6965,2239
51,2025-2026,5,08,Abitibi-Témiscamingue,Total régional,Total régional,,44237,6106,2358,5.6848327255,37349,2.7453166231,35670,3640,1719,4.4380126312,28903,3.0138588939,8567,744,38,10.876156732,8446,1.8263399176,2466,639
52,2025-2026,5,01,Bas-Saint-Laurent,Total régional,Total régional,,55434,10679,2264,4.8078133155,47671,2.1383941728,41769,5684,1331,3.4162867531,34261,2.3407889194,13665,681,33,9.0612105338,13410,1.6212989891,4995,933
53,2025-2026,5,03,Capitale-Nationale,Total régional,Total régional,,157898,28914,8794,6.8947738114,130444,1.9613054516,104790,11675,3168,3.7481794807,77719,2.4026061409,53108,6996,868,13.103473441,52725,1.3108085665,17239,5626
54,2025-2026,5,12,Chaudière-Appalaches,Total régional,Total régional,,94401,16934,4165,6.5224893068,83547,1.8034866103,72725,8759,2073,3.6256392728,61898,2.1069717474,21676,4662,1053,16.24169113,21649,0.9357734127,8175,2092
55,2025-2026,5,09,Côte-Nord,Total régional,Total régional,,39183,4926,2224,7.0609630168,32308,2.9283822462,30341,2826,1355,5.0413560675,23689,3.1124705442,8842,1496,407,13.991170487,8619,2.4224224259,2100,869
56,2025-2026,5,05,Estrie,Total régional,Total régional,,96110,17039,5081,8.0589013544,78480,3.2780697984,61397,6485,1792,5.3276657745,44054,4.2513332249,34713,4834,675,12.889646922,34426,2.0326115113,10554,3289
57,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,Total régional,Total régional,,40259,7413,1569,5.1210103607,35188,2.0197431653,32133,4741,1052,3.450599427,27168,2.1663193831,8126,1001,178,11.726389949,8020,1.5232116584,2672,517
58,2025-2026,5,14,Lanaudière,Total régional,Total régional,,63920,12047,4052,8.6700791658,48371,3.0121726804,42366,4118,2070,5.204451106,26911,3.6700401942,21554,4408,191,15.482030469,21460,2.1872019131,7929,1982
59,2025-2026,5,15,Laurentides,Total régional,Total régional,,80904,15578,5264,11.259472173,62410,3.5756755862,51705,5686,1667,5.8686191106,33474,4.4343069663,29199,8863,2573,20.805485995,28936,2.5823860224,9892,3597
60,2025-2026,5,13,Laval,Total régional,Total régional,,35279,7063,2448,11.296714759,27800,3.5788397382,21279,2074,477,5.9521861016,13864,4.4803848897,14000,4238,576,19.420016567,13936,2.6819523975,4989,1971
61,2025-2026,5,04,Mauricie et Centre-du-Québec,Total régional,Total régional,,97260,17468,5025,6.6470009939,75777,2.8229702688,61970,6129,1534,4.2650454073,41273,3.4458420827,35290,2874,103,10.829766301,34504,2.0779033671,11339,3491
62,2025-2026,5,06,Montréal,Total régional,Total régional,,351243,53725,25999,10.316324211,289185,2.5419444906,213493,15209,8506,5.2667829924,152682,3.2779227978,137750,33441,8663,18.142398282,136503,1.7187344519,38516,17493
63,2025-2026,5,16,Montérégie,Total régional,Total régional,,149073,29651,9793,10.473996895,110652,3.7399615009,89517,9935,3278,5.4327338414,51664,4.4802113819,59556,14848,3803,18.051381958,58988,3.0916216716,19716,6515
64,2025-2026,5,07,Outaouais,Total régional,Total régional,,66517,9813,3514,9.879377561,48692,4.1948548073,48454,4457,1350,5.4476601347,31342,4.0112249449,18063,5429,1994,21.76746017,17350,4.5265739513,5356,2164
65,2025-2026,5,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,72502,12492,3703,6.3070417253,61223,2.795132825,50067,5825,1608,4.2007891814,39182,3.1162469019,22435,1858,78,11.007453854,22041,2.2242924928,6667,2095
66,2026-2027,5,08,Abitibi-Témiscamingue,Total régional,Total régional,,44352,6436,2441,6.0367087354,37047,2.9489129799,35630,3830,1777,4.707320493,28430,3.2775364931,8722,960,71,11.467355729,8617,1.8646880198,2606,664
67,2026-2027,5,01,Bas-Saint-Laurent,Total régional,Total régional,,56180,11149,2450,5.0395256566,48183,2.2421766149,42516,5872,1465,3.5376672246,34742,2.44104985,13664,836,67,9.7126091676,13441,1.7281334681,5277,985
68,2026-2027,5,03,Capitale-Nationale,Total régional,Total régional,,162310,30667,8761,7.2485661577,131328,2.1046273241,107154,12578,3245,3.9204266938,76666,2.5789967884,55156,8357,956,13.714289853,54662,1.4393020644,18089,5516
69,2026-2027,5,12,Chaudière-Appalaches,Total régional,Total régional,,95510,17760,4300,6.8916938628,81915,2.0668656975,72962,9135,2125,3.8378460515,59414,2.4467245935,22548,5075,1311,16.773494644,22501,1.063846434,8625,2175
70,2026-2027,5,09,Côte-Nord,Total régional,Total régional,,38471,5154,2304,7.437031588,31538,3.1248318255,29898,2997,1382,4.7043162214,23150,3.3535539237,8573,1842,778,16.967268848,8388,2.49358283,2157,922
71,2026-2027,5,05,Estrie,Total régional,Total régional,,98518,17768,4895,8.2788791727,78618,3.3542484192,66248,7278,1810,5.4048269885,46544,4.239221931,32270,5333,674,14.179102572,32074,2.0700242148,10490,3085
72,2026-2027,5,11,Gaspésie-Îles-de-la-Madeleine,Total régional,Total régional,,38983,7333,1490,5.5199426673,33928,1.9562107257,31154,4703,957,3.5886516445,26202,2.1250694391,7829,1269,274,13.205143909,7726,1.3835423318,2630,533
73,2026-2027,5,14,Lanaudière,Total régional,Total régional,,65096,13027,4037,9.6970664907,46643,3.4856315465,44074,4829,2012,5.7502708261,25708,4.3766103288,21022,6191,589,17.971782128,20935,2.3915172624,8198,2025
74,2026-2027,5,15,Laurentides,Total régional,Total régional,,85363,16716,5539,11.365535641,63059,3.8861741121,55469,6422,1733,6.1394418855,33441,4.9204939878,29894,9609,2682,21.062672006,29618,2.7183474201,10294,3806
75,2026-2027,5,13,Laval,Total régional,Total régional,,36310,7673,2480,11.469120077,27823,3.9785866709,21822,2380,465,6.1723138092,13440,4.990608631,14488,4436,583,19.447233438,14383,3.0329164253,5293,2015
76,2026-2027,5,06,Montréal,Total régional,Total régional,,302916,46870,21963,10.78187199,248469,2.6191686924,180586,13165,6952,5.4754424192,127397,3.3481236781,122330,28611,8496,18.615329773,121072,1.8521319018,33705,15011
77,2026-2027,5,16,Montérégie,Total régional,Total régional,,157285,31696,10137,10.957348025,112211,4.3049324957,97513,11223,3368,5.8392931569,52978,5.0576148538,59772,16278,4199,19.30702487,59233,3.6317333337,20473,6769
78,2026-2027,5,10,Nord-du-Québec,Total régional,Total régional,,9835,1071,728,3.6832808564,9207,0.8888755838,8416,842,482,2.2697503103,7819,0.8665642097,1419,140,26,12.066841868,1388,1.0145619196,229,246
79,2026-2027,5,07,Outaouais,Total régional,Total régional,,65624,10091,3635,10.184007473,47909,4.7341873482,46382,4555,1325,5.9114836575,29653,4.3883628507,19242,5586,1711,20.482739392,18256,5.295905897,5536,2310
80,2026-2027,5,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,74023,13287,3694,6.4425875216,62116,2.9708282309,51361,6289,1557,4.3699248133,39847,3.3580677411,22662,1853,89,11.140055943,22269,2.2779218246,6998,2137
81,2022-2023,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,Total établissement,,53458,8233,1867,4.2575103716,45738,1.8861027543,40506,4014,1152,3.0948220154,32984,2.0580565409,12952,320,15,7.8936943243,12754,1.4414011944,4219,715
82,2022-2023,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,Total établissement,,69632,10394,3317,6.234508679,58806,2.6365775648,48923,4324,1275,3.7915741062,38428,2.9453979376,20709,2428,386,12.005704203,20378,2.0542167206,6070,2042
83,2022-2023,5,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,88222,14319,6660,8.9664741914,73014,1.9241562121,52821,4534,2100,4.1741935026,37721,2.5715642112,35401,7207,1863,16.116923565,35293,1.2322094482,9785,4560
84,2022-2023,5,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,10241,3235,225,8.2375758118,9619,1.9769892631,5264,1088,104,3.9671394799,4658,2.454262082,4977,545,0,12.754267966,4961,1.528866548,2147,121
85,2022-2023,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,Total établissement,,48694,5514,900,3.7941896789,35887,1.966170495,41364,3508,568,2.9642947034,28695,2.1814112989,7330,393,62,8.4773787328,7192,1.1073920096,2006,332
86,2022-2023,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,Total établissement,,93234,14916,4810,7.6648339572,71116,3.2367425521,62534,4987,1452,4.8254064678,40889,4.0479596863,30700,4792,505,13.448572023,30227,2.1393839853,9929,3358
87,2022-2023,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,90279,13715,4797,8.4336649227,73108,3.1534117485,59036,4706,1616,5.0915053856,42032,4.0734964498,31243,6014,1369,14.748926915,31076,1.9089465611,9009,3181
88,2022-2023,5,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,25172,3483,2040,14.079194034,19399,3.2404719459,15409,976,767,7.621255345,9719,5.0251899201,9763,3892,1188,24.271796437,9680,1.4485634757,2507,1273
89,2022-2023,5,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,35137,0,716,5.850271564,27837,2.879916498,23971,0,343,5.2354229532,17353,3.4375936918,11166,131,2,7.1702192668,10484,1.9568554199,0,373
90,2022-2023,5,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,67786,5452,2940,11.141082266,55286,3.0485893204,46664,1590,862,6.7797330681,34416,3.766336176,21122,5360,2399,20.776438718,20870,1.8649776394,3862,2078
91,2022-2023,5,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,6755,1907,207,9.779968953,6594,1.2361203788,4126,773,171,3.5863540152,3969,1.430292405,2629,855,121,19.500339905,2625,0.9425322751,1134,36
92,2022-2023,5,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,33591,6256,1838,9.9864736173,29340,2.3519069719,13444,898,215,4.2176077102,9755,2.8304703856,20147,2956,748,13.836011179,19585,2.1135415851,5358,1623
93,2022-2023,5,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,29674,4287,2979,10.456386015,25863,2.138615171,19286,1134,1112,4.7245560971,15512,2.7808606957,10388,3296,810,21.097902361,10351,1.1761465613,3153,1867
94,2022-2023,5,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,40694,8179,4094,13.355853825,30512,3.2372698082,23901,2063,1365,5.4908500458,13948,4.4641755489,16793,6128,2566,24.549890348,16564,2.2041328081,6116,2729
95,2022-2023,5,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,52969,8337,4111,10.784943274,40953,3.2558735488,37462,2766,1884,6.0888797018,25508,4.3395156966,15507,5664,1543,22.129751009,15445,1.4661976727,5571,2227
96,2022-2023,5,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,39845,7105,4308,11.584164443,33577,2.6777670065,27203,2344,1681,5.9501335331,20998,3.2678921141,12642,4063,1541,23.707447376,12579,1.6926770146,4761,2627
97,2022-2023,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,Total établissement,,59576,7563,3394,8.2578088958,44830,2.753432969,44613,3605,1524,4.168759517,30146,2.7876156962,14963,3938,1861,20.449532476,14684,2.6832564167,3958,1870
98,2022-2023,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,Total établissement,,42767,4723,2354,5.9356463706,35336,2.9088000748,35424,2625,1721,4.6597877302,28045,3.1913296686,7343,899,128,12.090626144,7291,1.822043463,2098,633
99,2022-2023,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,Total établissement,,39377,4286,1916,6.5683597588,31130,2.8272386587,31398,2401,1236,4.4586261245,23356,2.9576842972,7979,1352,550,14.870329511,7774,2.4353312323,1885,680
100,2022-2023,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,Total établissement,,7058,809,176,4.7727333444,6102,2.261214447,6012,555,105,3.738316931,5065,2.4137258967,1046,96,4,10.718155407,1037,1.5163055823,254,71
101,2022-2023,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,Total établissement,,32246,5348,1374,5.6136634776,28115,1.954079406,26126,3263,933,3.4887964522,22145,2.0903103033,6120,1057,387,14.684623593,5970,1.4487472083,2085,441
102,2022-2023,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,Total établissement,,91369,14034,3728,6.0366729233,77861,1.7213442616,70670,6421,1905,3.3091138468,57184,2.0144428317,20699,4422,671,15.349035836,20677,0.9107552675,7613,1823
103,2022-2023,5,13,Laval,SANTÉ QUÉBEC LAVAL,Total établissement,,36003,5975,2233,8.79059968,26837,3.1044859088,24251,1788,682,5.3312297431,15124,3.9907733477,11752,2337,144,15.929229729,11713,1.9600983712,4187,1551
104,2022-2023,5,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,Total établissement,,55039,9064,3324,10.244040731,38988,3.7941301953,37267,2923,1782,6.0839562556,21299,4.8118831609,17772,5475,929,18.967530948,17689,2.5686725429,6141,1542
105,2022-2023,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,Total établissement,,72655,11566,4710,12.104757373,53339,3.8993414293,49020,4254,1619,6.2584687146,29889,4.8012806644,23635,8683,3294,24.230209882,23450,2.7497439114,7312,3091
106,2022-2023,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,Total établissement,,53007,8291,3707,10.060615521,33197,4.0170040214,37987,3112,1495,5.517264554,18228,4.6122846872,15020,4700,1450,21.551179649,14969,3.2921208646,5179,2212
107,2022-2023,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,Total établissement,,52281,9460,3006,11.49249584,39367,3.93078689,33082,3391,1136,5.6323890467,20338,4.6844231105,19199,5831,2361,21.590107847,19029,3.1253082284,6069,1870
108,2022-2023,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,Total établissement,,37263,6401,1919,12.921039518,28836,2.3757889925,26143,2168,904,5.5118926779,17747,2.9188627655,11120,4641,2359,30.339863784,11089,1.5066456749,4233,1015
109,2023-2024,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,Total établissement,,50569,8955,2027,4.4407599627,43920,1.913544361,37671,4566,1160,3.2424708441,31253,2.0990940425,12898,318,9,7.9405854698,12667,1.4557418664,4389,867
110,2023-2024,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,Total établissement,,66929,10627,3472,5.9687156041,57555,2.599816837,45609,4638,1352,3.7332079134,36610,2.9217584525,21320,1780,121,10.751045354,20945,2.037091483,5989,2120
