_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
403,2023-2024,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,8285,997,410,9.694988567,6162,3.5690458545,6189,448,161,4.2598708282,4098,3.8181326935,2096,694,356,25.743625822,2064,3.0744926249,549,249
404,2023-2024,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,4195,522,120,5.7723226725,3828,2.0913814873,3447,372,76,4.3893125262,3083,2.1290768371,748,106,26,12.145632799,745,1.935388516,150,44
405,2023-2024,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,6176,529,144,5.3342485697,5048,2.7169498921,5431,356,108,3.9167138239,4309,2.8382025347,745,141,44,15.66798173,739,2.0099436175,173,36
406,2023-2024,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,6539,846,314,5.7074981309,5956,2.1551412674,5376,528,231,4.2733085834,4808,2.2625857367,1163,124,50,12.337079392,1148,1.7051473577,318,83
407,2023-2024,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,1985,177,100,2.8001766023,1881,0.9073165869,1823,143,74,2.1539394771,1720,0.9385266473,162,13,0,10.07233882,161,0.5738923395,34,26
408,2023-2024,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,4108,594,198,4.7972867981,3595,2.6088097667,3544,427,149,4.0524371395,3037,2.6584154685,564,14,1,9.4776896178,558,2.338823178,167,49
409,2023-2024,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,8595,894,351,4.3937083253,7610,1.6345347131,6488,377,258,2.8750093335,5528,1.84119759,2107,127,12,9.0701767916,2082,1.0858159889,517,93
410,2023-2024,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,9636,1253,522,6.7971877739,7572,3.6974238055,7614,628,321,5.8072932901,5579,4.2378961781,2022,157,2,10.524713293,1993,2.1844808218,625,201
411,2023-2024,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,10024,1108,686,8.1807552984,8109,3.7883537839,8110,645,485,6.4012286957,6199,4.3402532667,1914,418,63,15.720964675,1910,1.997136562,463,201
412,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,1977,8,134,5.2922071882,1553,1.8942228304,1883,7,130,5.2944872249,1459,1.9511754626,94,0,0,5.2465336879,94,1.0102452719,1,4
413,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,4105,512,209,2.8783640547,3461,1.5520200488,3693,407,180,2.4134310407,3088,1.6195653425,412,20,2,7.0458340076,373,0.9928246947,105,29
414,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,1138,182,45,3.000007811,1102,1.0352394636,924,128,39,2.7462376744,890,1.0605895755,214,0,0,4.0957255971,212,0.9288168239,54,6
415,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,5357,562,133,2.8541217618,2706,2.2238147738,3801,373,54,1.4979406004,1202,2.3207360418,1556,41,0,6.1670038917,1504,2.1463550901,189,79
416,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,4899,448,272,5.0444037332,4247,2.5315474322,4451,337,252,4.0265930253,3802,2.6660068531,448,83,19,15.156625744,445,1.3827503121,111,20
417,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,3362,505,122,3.6304668187,3007,1.4853416103,2992,364,99,2.896884284,2641,1.5278306828,370,21,5,9.5625720721,366,1.1787469642,141,23
418,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,8249,1263,522,8.6191709096,7229,3.2821521342,6086,578,275,5.0827330485,5072,3.7459450031,2163,580,196,18.569592002,2157,2.1915830887,685,247
419,2023-2024,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,7807,873,540,9.3067629478,6174,3.6421992315,5222,352,248,5.0060889825,3659,4.1074086727,2585,574,207,17.994623469,2515,2.9653796112,521,292
420,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,6517,881,183,4.2317594582,5824,1.6224240213,5294,566,112,3.1153713323,4615,1.7193203924,1223,61,0,9.0642686472,1209,1.2525507766,315,71
421,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,2479,417,65,1.9618019139,1920,0.9895173611,2284,349,54,1.5711927175,1735,1.0093599103,195,11,1,6.5369373219,185,0.8034264264,68,11
422,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,834,107,55,3.0255748734,818,1.587943154,824,104,53,3.0062971953,809,1.6020083093,10,0,0,4.6140555556,9,0.3236419753,3,2
423,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,5031,875,181,4.60879337,4677,2.023338738,3828,534,146,3.7093046122,3508,2.1359689757,1203,60,11,7.4710069733,1169,1.6853516776,341,35
424,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE CHANDLER,51227775,6124,1040,246,5.9109870092,5396,2.0622650523,5163,687,174,3.7950748381,4440,2.2272454955,961,246,49,17.278785698,956,1.2960378894,353,72
425,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE GASPÉ,51220903,5197,890,197,5.3183185278,4504,1.5839719015,4118,526,117,3.4973188846,3437,1.7999416481,1079,122,14,12.268157759,1067,0.888294283,364,80
426,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,5116,814,238,5.2357617713,4585,1.9957810493,4039,461,176,3.1520147314,3518,2.1203463142,1077,169,41,13.050296864,1067,1.5850775799,353,62
427,2023-2024,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,6508,1187,328,7.8974004644,5979,2.1260152664,4834,576,172,4.0200872293,4309,2.3926879786,1674,501,151,19.093895194,1670,1.4379357951,611,156
428,2023-2024,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,16223,1279,218,2.4621246413,12644,1.9219377439,15578,1209,210,2.4168631332,11999,1.9853327361,645,0,0,3.5552777778,645,0.7425943152,70,8
429,2023-2024,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,12240,2012,357,4.1116646923,11241,1.4161024622,9612,1096,194,2.5298971771,8613,1.6443111834,2628,137,5,9.897033549,2628,0.6681718248,916,163
430,2023-2024,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,16489,3159,871,6.3954817521,13624,2.2847919521,11889,1335,424,3.7732266521,9042,2.8214416058,4600,711,35,13.172871075,4582,1.2257814394,1824,447
431,2023-2024,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,14128,2250,438,5.4871007534,13136,1.5280706963,11191,1266,230,3.8783990359,10201,1.7252392195,2937,312,5,11.616818466,2935,0.8427841189,984,208
432,2023-2024,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,28157,5442,1906,7.5864832507,25490,1.4737366832,19357,2135,915,3.5120676413,16692,1.8990685658,8800,2114,378,16.548808586,8798,0.666776035,3307,991
433,2023-2024,5,13,Laval,SANTÉ QUÉBEC LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,34327,6702,2163,9.1101498496,26711,2.7297238029,22079,2156,503,5.0999458133,14489,3.4664327152,12248,2403,238,16.339190911,12222,1.8563662976,4546,1660
434,2023-2024,5,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,26497,4707,1799,9.7136112264,21353,2.6976452047,17088,1463,1255,5.8153116222,11998,3.6635644598,9409,2398,420,16.793443689,9355,1.458831819,3244,544
435,2023-2024,5,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,27623,5082,1565,10.796633663,17445,5.7421940703,18457,1793,532,6.693096341,8333,7.3421255517,9166,2939,184,19.059669703,9112,4.279043386,3289,1033
436,2023-2024,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,7288,966,220,8.6661850531,5876,3.5321205847,6050,577,141,5.6495498623,4646,3.9934600254,1238,445,164,23.40822294,1230,1.7895327462,389,79
437,2023-2024,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,5479,657,321,6.5255952526,4777,2.990110832,4253,381,183,4.2897877968,3586,3.1595588554,1226,210,52,14.281622258,1191,2.4799172031,276,138
438,2023-2024,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,11661,2254,694,10.874965364,9447,3.8465007704,7477,873,186,6.2952877714,5314,4.8635426337,4184,1230,178,19.05905938,4133,2.5388403635,1381,508
439,2023-2024,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,6864,1013,374,10.404253229,5430,4.0244109883,5107,523,185,6.9741589431,3698,4.4386743585,1757,497,152,20.374367925,1732,3.1399156402,490,189
440,2023-2024,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,18722,3838,1152,12.258702729,13269,3.9271255474,11286,1081,278,7.4284671028,5882,5.9325641789,7436,2348,433,19.589799997,7387,2.3302675496,2757,874
441,2023-2024,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,21316,3833,2104,13.687447835,15218,4.4632753245,12215,1262,513,6.658030086,6188,6.2535950406,9101,3095,1147,23.122052583,9030,3.2364205734,2571,1591
442,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,28196,5156,2149,9.321787724,15828,5.0535378233,19548,2027,848,5.75070145,7190,6.0177187065,8648,2189,112,17.393896244,8638,4.2509839276,3129,1301
443,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,22864,3786,1294,9.7621349186,18170,3.0910455268,15577,1279,390,5.3270940775,10961,3.852854185,7287,2059,833,19.242666163,7209,1.9327455264,2507,904
444,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,17001,3326,896,9.4753923789,13239,4.0119989551,10037,1201,411,6.1305396422,6359,5.3976854764,6964,1398,249,14.296226227,6880,2.7312459625,2125,485
445,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,22083,4711,1293,12.242810835,15838,4.8730088325,10868,1549,412,6.3112652333,4755,6.4371687697,11215,2830,890,17.990830237,11083,4.2019287547,3162,881
446,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,13624,2224,685,7.4180058067,11851,2.1880932458,9289,920,237,3.7989376622,7546,2.4552187325,4335,982,105,15.172913303,4305,1.7198635308,1304,448
447,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,14111,2985,872,17.538532981,10887,2.6270095323,8746,917,195,10.262941789,5522,4.1390035816,5365,2528,1084,29.39917055,5365,1.0707688723,2068,677
448,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,8287,956,141,6.1304792982,6858,3.1795360649,6963,604,110,4.2716327972,5549,3.1170133257,1324,300,58,15.90627098,1309,3.4445770733,352,31
449,2023-2024,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,14670,3041,1104,12.969173692,11824,2.3470347034,9581,1015,617,4.6742109093,6750,3.1540375309,5089,1890,975,28.586001834,5074,1.2734696492,2026,487
450,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,9145,1828,448,5.103231365,7491,2.3699271719,6659,797,263,3.4618264754,5019,2.695235494,2486,54,0,9.4998987664,2472,1.7094407362,1031,185
451,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,5193,725,134,2.9742099942,4739,1.463992931,4548,495,100,2.4537876234,4106,1.5459376522,645,4,1,6.643792851,633,0.9324526066,230,34
452,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,5524,656,177,1.8193414092,5122,1.0671374029,5229,575,168,1.5519640467,4829,1.0728041232,295,5,0,6.5587184557,293,0.9737428896,81,9
453,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,6452,994,202,4.6761082266,5606,1.8057128771,4497,448,131,3.5389834581,3730,2.1350296396,1955,99,10,7.2917860188,1876,1.1509412758,546,71
454,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,7266,1352,279,5.7204457213,6467,2.7193952631,5272,636,162,4.4865078612,4518,3.0738318946,1994,159,14,8.9828932631,1949,1.8977715068,716,117
455,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,5881,1043,158,3.5637465284,5248,1.6018229696,4722,598,86,2.5484888112,4093,1.7987363928,1159,26,0,7.7001114466,1155,0.904016354,445,72
456,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,7398,1246,192,4.1490792181,6702,1.9636512318,5892,682,98,3.1883110809,5221,2.1402994318,1506,19,0,7.9079410137,1481,1.3409096706,564,94
457,2024-2025,5,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,13079,2460,766,6.5180527521,10292,2.6383215658,9303,1112,447,4.4834447072,6551,3.1971440323,3776,416,46,11.530753663,3741,1.6597473937,1348,319
458,2024-2025,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL D'ALMA,51219400,15391,2484,562,5.0011646417,12136,3.1623891727,12020,1424,267,4.1024402847,8845,3.4627201495,3371,43,0,8.2057528264,3291,2.3552097471,1060,295
459,2024-2025,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE CHICOUTIMI,51218394,21966,3732,1319,7.9124800829,19084,2.9207078646,12501,1188,336,4.4660950457,9708,3.8887498283,9465,1246,90,12.464329988,9376,1.9183879645,2544,983
460,2024-2025,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,9265,1581,319,4.6217447383,8239,2.2249408639,7806,1042,192,3.4219046602,6787,2.4075400684,1459,138,25,11.041176986,1452,1.3714279155,539,127
461,2024-2025,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE LA BAIE,51221364,7878,1076,252,5.5902874743,7171,2.8594004788,5973,460,142,4.2636145525,5278,3.1696938024,1905,63,2,9.7499816273,1893,1.9942508951,616,110
462,2024-2025,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,10445,1547,559,5.6087367959,9332,2.4638153367,7289,690,178,3.6635292526,6246,2.7042822518,3156,248,8,10.101327982,3086,1.9771152877,857,381
463,2024-2025,5,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,11206,2106,582,7.287020371,8768,3.7786768172,7089,757,239,4.6722762574,4793,4.1380041496,4117,350,8,11.789308693,3975,3.3454048917,1349,343
464,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,30187,2833,2920,8.1125027146,24516,2.4132668461,17045,561,952,5.0251416186,11446,3.5515592541,13142,1477,285,12.116769179,13070,1.4164118422,2272,1968
465,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,26668,4615,3262,9.7591087112,23858,1.7747567785,14910,1517,865,4.1689811089,12186,2.2794930886,11758,2760,490,16.847797481,11672,1.2477933897,3098,2397
466,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,15160,3569,468,7.3436432681,12464,2.1030215911,10658,1458,159,3.7395279498,7974,2.5285375387,4502,1077,107,15.875998013,4490,1.3473280129,2111,309
467,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,16834,4474,530,10.786560103,13725,2.484404068,9724,1284,251,5.0751982495,6644,3.5568775503,7110,2146,256,18.59771097,7081,1.4781176937,3190,279
468,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,9422,2066,454,7.0250571947,8323,1.8860979281,5085,475,176,3.5054129794,4048,2.1891894488,4337,307,9,11.151732508,4275,1.5991003899,1591,278
469,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,12241,4110,233,7.9178381623,11502,2.0238178384,6382,1448,123,4.085919165,5664,2.5680673258,5859,601,0,12.091811031,5838,1.4957895588,2662,110
470,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,17416,1287,271,2.7976960681,12237,1.6263031062,15720,1095,229,2.6332443278,10576,1.718971781,1696,0,0,4.3219775288,1661,1.0362586126,192,42
471,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,5509,953,161,5.3957695488,4251,2.307742884,4434,579,77,3.3802498998,3186,2.6013245449,1075,154,25,13.709085013,1065,1.4294788732,374,84
472,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,7749,1015,152,2.8300826271,6361,1.5234799298,6392,607,88,2.2365323408,5035,1.7254042811,1357,20,1,5.6259362974,1326,0.7567460617,408,64
473,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,8506,1190,184,4.3737446443,6853,2.1150288195,6869,675,104,3.3752465991,5242,2.4164931218,1637,74,13,8.5635327157,1611,1.1341002828,515,80
474,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,6734,849,97,4.2907220407,4983,2.2059154458,5647,508,56,3.3740706471,3925,2.4414094126,1087,54,8,9.0527555453,1058,1.3322728943,341,41
475,2024-2025,5,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,6321,1162,164,4.9799629542,5185,1.9869428372,5256,771,97,3.4121384027,4123,2.2511722856,1065,126,18,12.717508346,1062,0.961125497,391,67
476,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,9168,1354,208,4.9564231566,7284,3.0133900787,7789,800,114,4.2141164177,5922,3.378713554,1379,53,5,9.1491912416,1362,1.4249571708,554,94
477,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,9453,1079,262,4.9550477802,7737,3.2567828831,7642,513,151,4.1611214705,6005,3.5367621889,1811,70,9,8.305232683,1732,2.2860694124,566,111
478,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,5779,647,94,2.7560518448,4599,2.0913867145,5330,580,88,2.6541294038,4151,2.1819518055,449,0,0,3.9659552091,448,1.2522445437,67,6
479,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,5307,794,295,6.1460515985,4585,2.8589752211,3992,463,144,4.3151045146,3295,3.112289243,1315,104,3,11.704333545,1290,2.2119444444,331,151
480,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,14570,2804,987,7.2412246435,11744,3.0594379163,9055,862,221,4.9623291306,6260,4.407672169,5515,447,20,10.982910748,5484,1.520425075,1942,766
481,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔPITAL SAINTE-CROIX,51228781,17429,2756,1086,7.8521468848,12779,3.8076739399,9995,840,288,5.8943352232,5591,5.1599115145,7434,454,1,10.48442124,7188,2.7558708959,1916,798
482,2024-2025,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔTEL-DIEU D'ARTHABASKA,51228039,15668,2991,853,5.9288207741,12957,2.5128228628,9217,1061,160,4.4012556809,6650,3.2875868839,6451,206,1,8.1113610724,6307,1.6959240614,1930,693
